"rt","key_press","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","trial_type","trial_index","time_elapsed","internal_node_id","sona_ID","random_ID","initials","age","gender","resp_confidence","rt_confidence","sat_CB","pc_info","condition","direction","coherence_level","event","trial","block","phase","screen_resolution","window_resolution","focus","rt_confirm"
"199.79500002227724","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","15.577083337120712","[3.7249999586492777,16.82500005699694,16.67499984614551,16.419999999925494,17.48500019311905,15.679999953135848,16.704999841749668,16.525000100955367,16.844999976456165,16.645000083371997,16.654999926686287,16.740000108256936]","12","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","69","47346","0.0-6.0-1.0-1.8","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","9","1","training_2","1536 x 864","1105 x 686","true",""
"184.3449999578297","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","15.852272722192787","[8.179999887943268,16.330000013113022,16.874999972060323,16.310000093653798,16.684999922290444,16.670000040903687,16.68999996036291,16.59999997355044,16.509999986737967,16.905000200495124,16.619999893009663]","11","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","72","48259","0.0-6.0-1.0-1.9","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","10","1","training_2","1536 x 864","1105 x 686","true",""
"200.69000008516014","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","15.564166669112941","[3.0349998269230127,16.76000002771616,16.78499998524785,16.44999999552965,16.790000023320317,16.670000040903687,16.465000109747052,17.95499981380999,16.220000106841326,15.894999960437417,16.61500008776784,17.130000051110983]","12","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","75","49247","0.0-6.0-1.0-1.10","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","11","1","training_2","1536 x 864","1105 x 686","true",""
"180.79500016756356","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","15.872727275233377","[8.050000062212348,17.380000092089176,15.970000065863132,16.629999969154596,16.46499987691641,16.675000078976154,16.804999904707074,16.71000011265278,17.139999894425273,16.130000120028853,16.644999850541353]","11","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","78","50156","0.0-6.0-1.0-1.11","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","12","1","training_2","1536 x 864","1105 x 686","true",""
"374.8249998316169","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.47409090814604","[12.485000072047114,16.635000007227063,16.71999995596707,16.439999919384718,16.675000078976154,16.610000049695373,16.749999951571226,16.659999964758754,16.474999953061342,16.860000090673566,16.59999997355044,16.820000018924475,16.67499984614551,16.460000071674585,16.83000009506941,16.62499993108213,16.59999997355044,16.659999964758754,16.595000168308616,16.814999980852008,16.869999933987856,16.56999997794628]","22","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","84","82429","0.0-8.0-1.0-1.0","","mmlk0s","dsf","er","X","69","830.674999859184","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","1","1","training_3","1536 x 864","1105 x 686","true","1453.65499984473"
"349.4299999438226","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.300238092385587","[9.205000009387732,16.349999932572246,16.835000133141875,16.45999983884394,16.61500008776784,16.619999893009663,16.700000036507845,16.76000002771616,16.650000121444464,16.509999986737967,16.694999998435378,16.594999935477972,17.32999994419515,16.055000014603138,16.730000032112002,16.964999958872795,16.54500002041459,16.435000114142895,16.589999897405505,17.419999931007624,16.24000002630055]","21","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","87","85741","0.0-8.0-1.0-1.1","","mmlk0s","dsf","er","X","15","561.2899998668581","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","2","1","training_3","1536 x 864","1105 x 686","true","1353.289999999106"
"355.71499983780086","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.700000003246323","[17.340000020340085,17.489999998360872,16.164999920874834,16.475000185891986,16.629999969154596,16.549999825656414,16.580000054091215,16.820000018924475,16.66500000283122,16.509999986737967,16.80999994277954,16.405000118538737,16.804999904707074,17.410000087693334,16.099999891594052,16.629999969154596,16.585000092163682,16.684999922290444,16.570000210776925,16.60999981686473,16.865000128746033]","21","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","90","88955","0.0-8.0-1.0-1.2","","mmlk0s","dsf","er","X","50","1138.1300000939518","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","3","1","training_3","1536 x 864","1105 x 686","true","2003.020000178367"
"279.0800000075251","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","15.831470585373395","[2.2950000129640102,16.94500003941357,17.179999966174364,16.310000093653798,16.874999972060323,16.469999914988875,16.589999897405505,16.42500003799796,16.910000005736947,16.94500003941357,16.270000021904707,16.57500001601875,16.765000065788627,16.534999944269657,16.645000083371997,17.134999856352806,16.26499998383224]","17","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","93","92743","0.0-8.0-1.0-1.3","","mmlk0s","dsf","er","X","60","3902.0849999506027","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","4","1","training_3","1536 x 864","1105 x 686","true","4390.235000057146"
"298.93000004813075","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.213333337671227","[9.560000151395798,16.635000007227063,16.429999843239784,16.275000059977174,16.555000096559525,16.619999893009663,16.499999910593033,16.795000061392784,16.715000150725245,16.47999999113381,16.6999998036772,16.810000175610185,16.429999843239784,16.77500014193356,16.58499985933304,16.765000065788627,16.580000054091215,16.629999969154596]","18","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","96","98940","0.0-8.0-1.0-1.4","","mmlk0s","dsf","er","X","55","473.81999995559454","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","5","1","training_3","1536 x 864","1105 x 686","true","2546.949999872595"
"438.3449999149889","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.301153845583592","[7.775000063702464,16.220000106841326,16.57999982126057,16.620000125840306,16.59999997355044,16.844999976456165,16.525000100955367,16.534999944269657,16.724999994039536,16.950000077486038,16.439999919384718,16.589999897405505,16.73500007018447,16.76000002771616,16.509999986737967,16.765000065788627,16.804999904707074,16.804999904707074,16.44999999552965,16.59000013023615,16.57500001601875,16.754999989643693,16.88000001013279,16.45500003360212,16.714999917894602,16.62499993108213]","26","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","99","103431","0.0-8.0-1.0-1.5","","mmlk0s","dsf","er","X","50","759.2700000386685","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","6","1","training_3","1536 x 864","1105 x 686","true","1247.260000091046"
